エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
関西,関西電力株式会社,63D03,大河内発電所,水力,４号機,320000,計画停止,停止・設備故障,,9999/10/14 10:00,あり,9999/10/14,発電機作業,2025/12/24 11:31,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 11:31,24/12/2025 11:31
関西,関西電力株式会社,62A41,堺港発電所,火力（ガス）,１号機,400000,計画停止,停止・設備故障,,2026/03/28 06:30,あり,2026/03/28,発電機作業,2025/12/24 11:30,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 11:30,24/12/2025 11:31
関西,関西電力株式会社,63D03,大河内発電所,水力,３号機,320000,計画停止,停止・その他,,9999/10/13 14:00,あり,9999/10/13,試運転,2025/12/24 11:30,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 11:30,24/12/2025 11:31
関西,関西電力株式会社,63D03,大河内発電所,水力,３号機,320000,計画停止,停止・設備故障,,9999/10/13 10:00,あり,9999/10/13,発電機作業,2025/12/24 11:29,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 11:29,24/12/2025 11:31
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・燃料制約,210547,2025/12/28 00:00,あり,2026/01/04,石炭運搬設備トラブル 最大低下量：350000kW 最小低下量：0kW,2025/12/24 11:17,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 11:17,24/12/2025 11:31
関西,関西電力株式会社,63D03,大河内発電所,水力,２号機,320000,計画停止,停止・設備故障,,9999/10/05 10:00,あり,9999/10/05,発電機作業,2025/12/24 11:14,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 11:14,24/12/2025 11:31
関西,関西電力株式会社,63C00,喜撰山発電所,水力,１号機,233000,計画停止,停止・設備故障,,2027/03/12 12:00,あり,2027/03/12,発電機作業,2025/12/24 10:58,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 10:58,24/12/2025 11:31
関西,関西電力株式会社,63C00,喜撰山発電所,水力,１号機,233000,計画停止,停止・設備故障,,2027/02/12 12:00,あり,2027/02/12,発電機作業,2025/12/24 10:57,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 10:57,24/12/2025 11:31
関西,関西電力株式会社,63C00,喜撰山発電所,水力,１号機,233000,計画停止,停止・設備故障,,2026/09/11 12:00,あり,2026/09/11,発電機作業,2025/12/24 10:53,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 10:53,24/12/2025 11:31
関西,関西電力株式会社,63C00,喜撰山発電所,水力,２号機,233000,計画停止,停止・設備故障,,2026/09/04 12:00,あり,2026/09/04,発電機作業,2025/12/24 10:52,added,outages_20251224_105054.csv,outages_20251224_113123.csv,24/12/2025 10:52,24/12/2025 11:31
