エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,広野ＩＧＣＣパワー合同会社,327W1,広野ＩＧＣＣ発電所,火力（石炭）,単独,543000,出力低下,低下・その他,221967,2025/05/15 01:00,あり,2025/05/22,確認運転  ・平均低下量(kW)    221967kw  ・最大低下量(kW） 539364kw  ・最小低下量(kW)  194088kw,2025/05/14 10:43,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 10:43,14/05/2025 11:00
東京,広野ＩＧＣＣパワー合同会社,327W1,広野ＩＧＣＣ発電所,火力（石炭）,単独,543000,計画停止,停止・設備故障,,2025/05/06 01:00,あり,2025/05/15,ガス精製関連設備,2025/05/14 10:41,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 10:41,14/05/2025 11:00
東京,ENEOS株式会社,4009331905,根岸 ガス化複合発電所,火力（石油）,単独,431450,出力低下,低下・燃料制約,160000,2025/04/10 13:00,なし,,燃料制約,2025/05/14 09:47,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 09:47,14/05/2025 11:00
関西,関西電力株式会社,68E00,奥多々良木発電所,水力,２号機,303000,計画外停止,停止・設備故障,,2025/05/14 06:08,あり,2025/05/16,発電機故障,2025/05/14 08:45,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 08:45,14/05/2025 11:00
関西,関西電力株式会社,68E00,奥多々良木発電所,水力,１号機,303000,計画外停止,停止・設備故障,,2025/05/14 06:08,あり,2025/05/16,発電機故障,2025/05/14 08:45,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 08:45,14/05/2025 11:00
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,1号機,624100,計画停止,停止・定期検査等,,2025/05/11 22:00,なし,,定期検査のため,2025/05/14 08:27,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 08:27,14/05/2025 11:00
九州,九州共同発電株式会社,932PC,大分共同発電所,火力（ガス）,3号機,147000,計画停止,停止・燃料制約,,2025/05/14 02:30,なし,,燃料ガス量減の為,2025/05/14 00:03,added,outages_20250513_233027.csv,outages_20250514_110051.csv,14/05/2025 00:03,14/05/2025 11:00
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,1号機,624100,計画停止,停止・定期検査等,,2025/05/11 22:00,あり,2025/05/14,定期検査のため,2025/05/13 18:11,removed,outages_20250513_233027.csv,outages_20250514_110051.csv,13/05/2025 23:30,14/05/2025 11:00
東京,広野ＩＧＣＣパワー合同会社,327W1,広野ＩＧＣＣ発電所,火力（石炭）,単独,543000,計画停止,停止・設備故障,,2025/05/06 01:00,なし,,ガス精製関連設備,2025/05/05 10:04,removed,outages_20250513_233027.csv,outages_20250514_110051.csv,13/05/2025 23:30,14/05/2025 11:00
東京,ENEOS株式会社,4009331905,根岸 ガス化複合発電所,火力（石油）,単独,431450,出力低下,低下・燃料制約,160000,2025/04/10 13:00,あり,2025/05/21,発電設備停止に伴う燃料切替のため,2025/03/19 15:57,removed,outages_20250513_233027.csv,outages_20250514_110051.csv,13/05/2025 23:30,14/05/2025 11:00
