エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,停止・その他,40000,9999/06/02 03:20,あり,9999/06/02,試運転  最大低下量：49000MW  最小低下量：38000MW,2025/05/30 11:16,added,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 11:16,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・設備故障,316000,2025/06/02 09:00,あり,2025/06/02,発電機作業  最大低下量：316000(kW)  最小低下量：316000(kW),2025/05/30 11:15,added,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 11:15,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・設備故障,316000,2025/06/06 09:00,あり,2025/06/06,発電機作業  最大低下量：316000kW  最小低下量：316000kW,2025/05/30 11:14,added,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 11:14,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・設備故障,237000,2025/06/10 09:00,あり,2025/06/10,発電機作業  最大低下量：316000(kW)  最小低下量：157000(kW),2025/05/30 11:13,added,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 11:13,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・設備故障,138000,2025/06/10 09:00,あり,2025/06/10,発電機作業  最大低下量：316000(kW)  最小低下量：91000(kW),2025/05/22 14:28,removed,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 10:30,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・設備故障,192000,2025/06/06 09:00,あり,2025/06/06,発電機作業  最大低下量：316000kW  最小低下量：157000kW,2025/05/21 09:11,removed,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 10:30,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,停止・その他,40000,2025/06/02 03:20,あり,2025/06/02,試運転  最大低下量：49000MW  最小低下量：38000MW,2025/05/21 09:09,removed,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 10:30,30/05/2025 11:30
関西,関西電力株式会社,68C45,姫路第二発電所,火力（ガス）,５号機,486500,出力低下,低下・設備故障,49000,2025/06/02 13:00,あり,2025/06/02,発電機作業  最大低下量：49000(kW)  最小低下量：49000(kW),2025/05/21 09:04,removed,outages_20250530_103028.csv,outages_20250530_113029.csv,30/05/2025 10:30,30/05/2025 11:30
