エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,34043,富津火力発電所,火力（ガス）,富津３−２号,380000,計画停止,停止・設備故障,,2026/02/19 23:00,なし,,ボイラ関連設備,2026/02/19 15:02,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 15:02,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,2号機,624100,計画停止,停止・定期検査等,,9999/10/21 19:30,あり,9999/10/22,削除,2026/02/19 14:58,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:58,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,2号機,624100,計画停止,停止・定期検査等,,2026/10/12 19:30,あり,2026/10/24,定期検査のため,2026/02/19 14:57,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:57,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,1号機,624100,計画停止,停止・定期検査等,,9999/04/25 19:30,あり,9999/04/26,削除,2026/02/19 14:55,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:55,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,1号機,624100,計画停止,停止・定期検査等,,2026/04/16 19:30,あり,2026/04/27,定検停止のため,2026/02/19 14:48,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:48,19/02/2026 15:13
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,武豊５号,1070000,計画停止,停止・その他,,2026/10/01 00:00,あり,2026/12/02,GHG排出量制約 JERA内管理ID: W260957-1,2026/02/19 14:43,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:43,19/02/2026 15:13
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,武豊５号,1070000,計画停止,停止・その他,,2026/04/01 00:00,あり,2026/05/31,GHG排出量制約 JERA内管理ID: W260956-1,2026/02/19 14:43,added,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:43,19/02/2026 15:13
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,武豊５号,1070000,計画停止,停止・その他,,2026/10/01 00:00,あり,2026/12/02,GHG排出量制約 JERA内管理ID: W260957-1W260007-1,2026/02/19 14:03,removed,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:42,19/02/2026 15:13
中部,株式会社JERA,46210,武豊火力発電所,火力（石炭）,武豊５号,1070000,計画停止,停止・その他,,2026/04/01 00:00,あり,2026/05/31,GHG排出量制約 JERA内管理ID: W260956-1W260005-1,2026/02/19 14:01,removed,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:42,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,2号機,624100,計画停止,停止・定期検査等,,2026/10/21 19:30,あり,2026/10/22,定期検査のため,2025/11/19 09:39,removed,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:42,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,2号機,624100,計画停止,停止・定期検査等,,2026/10/12 19:30,あり,2026/10/21,定期検査のため,2025/11/06 16:25,removed,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:42,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,1号機,624100,計画停止,停止・定期検査等,,2026/04/25 19:30,あり,2026/04/26,定期検査のため,2025/10/01 10:35,removed,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:42,19/02/2026 15:13
東京,株式会社コベルコパワー真岡,325RY,真岡発電所,火力（ガス）,1号機,624100,計画停止,停止・定期検査等,,2026/04/16 19:30,あり,2026/04/25,定検停止のため,2025/10/01 10:31,removed,outages_20260219_144258.csv,outages_20260219_151314.csv,19/02/2026 14:42,19/02/2026 15:13
