エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
九州,電源開発,950AB,電源開発松浦火力発電所,火力（石炭）,2号機,1000000,出力低下,低下・設備故障,500000,2026/06/15 17:00,なし,,発電機　界磁地絡発生 当社管理番号：当直間 最大低下量：500000kW 最小低下量：500000kW,2026/06/15 17:06,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 17:06,15/06/2026 17:31
東京,株式会社JERA,328XX,横須賀火力発電所,火力（石炭）,横須賀１号,650000,出力低下,低下・設備故障,200000,2026/06/13 00:27,あり,2026/06/15,ボイラ関連設備,2026/06/15 16:32,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 16:32,15/06/2026 17:31
関西,関西電力株式会社,67C41,御坊発電所,火力（石油）,１号機,600000,計画停止,停止・設備故障,,2026/06/29 09:00,なし,,発電機作業,2026/06/15 16:21,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 16:21,15/06/2026 17:31
関西,関西電力株式会社,67C43,御坊発電所,火力（石油）,３号機,600000,出力低下,低下・その他,443000,2026/06/22 11:00,あり,2026/06/30,試運転 最大低下量：600000(kW) 最小低下量：0(kW),2026/06/15 15:49,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:49,15/06/2026 17:31
東京,株式会社JERA,34091,常陸那珂火力発電所,火力（石炭）,常陸那珂１号,1000000,出力低下,低下・設備故障,500000,2026/06/15 08:54,あり,2026/06/15,ボイラ関連設備,2026/06/15 15:35,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:35,15/06/2026 17:31
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,4号機,103000,計画停止,停止・定期検査等,,2026/06/15 09:00,あり,2026/06/21,点検作業　当社管理番号：TNI-26-007,2026/06/15 15:24,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:24,15/06/2026 17:31
北海道,北海道電力株式会社,10011,苫東厚真発電所,火力（石炭）,４号機,700000,出力低下,低下・その他,150000,2026/06/15 14:00,なし,,最大低下量：300000kW 最低低下量：0kW 平均低下量：150000kW タービン設備点検,2026/06/15 15:18,added,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:18,15/06/2026 17:31
北海道,北海道電力株式会社,10011,苫東厚真発電所,火力（石炭）,４号機,700000,出力低下,停止・その他,150000,2026/06/15 14:00,なし,,最大低下量：300000kW 最低低下量：0kW 平均低下量：150000kW タービン設備点検,2026/06/15 14:00,removed,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:09,15/06/2026 17:31
東京,株式会社JERA,34091,常陸那珂火力発電所,火力（石炭）,常陸那珂１号,1000000,出力低下,低下・設備故障,500000,2026/06/15 08:54,なし,,ボイラ関連設備,2026/06/15 09:14,removed,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:09,15/06/2026 17:31
東京,株式会社JERA,328XX,横須賀火力発電所,火力（石炭）,横須賀１号,650000,出力低下,低下・設備故障,200000,2026/06/13 00:27,なし,,ボイラ関連設備,2026/06/13 00:30,removed,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:09,15/06/2026 17:31
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,4号機,103000,計画停止,停止・定期検査等,,2026/06/15 09:00,あり,2026/06/19,点検作業　当社管理番号：TNI-26-007,2026/05/20 09:08,removed,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:09,15/06/2026 17:31
関西,関西電力株式会社,67C41,御坊発電所,火力（石油）,１号機,600000,計画停止,停止・設備故障,,2026/06/29 09:00,あり,2026/06/30,発電機作業,2026/04/27 17:11,removed,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:09,15/06/2026 17:31
関西,関西電力株式会社,67C43,御坊発電所,火力（石油）,３号機,600000,出力低下,低下・その他,300000,2026/06/22 09:30,あり,2026/06/30,試運転 最大低下量：600000(kW) 最小低下量：0(kW),2025/02/13 18:19,removed,outages_20260615_150923.csv,outages_20260615_173128.csv,15/06/2026 15:09,15/06/2026 17:31
