エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
北海道,北海道電力株式会社,10019,石狩湾新港発電所,火力（ガス）,１号機,569400,計画停止,停止・その他,,2026/06/05 21:00,あり,2026/06/07,タービン設備点検,2026/06/01 18:35,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 18:35,01/06/2026 19:07
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,6号機,152900,計画外停止,停止・燃料制約,,2026/05/30 00:00,あり,2026/06/02,燃料制約,2026/06/01 18:20,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 18:20,01/06/2026 19:07
九州,九州電力株式会社,95062,松浦発電所,火力（石炭）,２号機,1000000,出力低下,低下・設備故障,250000,2026/06/01 14:49,あり,2026/06/03,ボイラ付属装置不具合 最大制約量：250000kW 最小制約量：250000kW 平均低下量：250000kW,2026/06/01 18:17,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 18:17,01/06/2026 19:07
関西,関西電力株式会社,63A53,美浜発電所,原子力,３号機,826000,計画停止,停止・定期検査等,,2026/06/16 10:00,あり,2026/09/19,定期検査,2026/06/01 18:02,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 18:02,01/06/2026 19:07
東京,株式会社JERA,34025,袖ケ浦火力発電所,火力（ガス）,袖ケ浦２号,1000000,計画停止,停止・長期計画停止,,2026/06/12 17:41,あり,2026/06/30,長期計画停止 JERA内管理ID: E26114701,2026/06/01 17:20,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 17:20,01/06/2026 19:07
東京,株式会社JERA,34025,袖ケ浦火力発電所,火力（ガス）,袖ケ浦２号,1000000,出力低下,低下・その他,631000,2026/06/12 06:00,あり,2026/06/12,確認試験 平均低下量: 631000kW 最大低下量: 1000000kW 最小低下量: 0kW JERA内管理ID: E26112901,2026/06/01 17:18,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 17:18,01/06/2026 19:07
東京,株式会社JERA,34025,袖ケ浦火力発電所,火力（ガス）,袖ケ浦２号,1000000,計画停止,停止・長期計画停止,,2026/04/01 00:00,あり,2026/06/12,長期計画停止 JERA内管理ID: E26001501,2026/06/01 17:13,added,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 17:13,01/06/2026 19:07
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,6号機,152900,計画外停止,停止・燃料制約,,2026/05/30 00:00,あり,2026/06/03,燃料制約,2026/05/29 23:32,removed,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 17:06,01/06/2026 19:07
関西,関西電力株式会社,63A53,美浜発電所,原子力,３号機,826000,計画停止,停止・定期検査等,,2026/06/19 11:00,あり,2026/09/19,定期検査,2026/05/28 16:39,removed,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 17:06,01/06/2026 19:07
東京,株式会社JERA,34025,袖ケ浦火力発電所,火力（ガス）,袖ケ浦２号,1000000,計画停止,停止・長期計画停止,,2026/04/01 00:00,あり,2026/06/30,長期計画停止 JERA内管理ID: E26001501,2026/05/01 15:26,removed,outages_20260601_170658.csv,outages_20260601_190716.csv,01/06/2026 17:06,01/06/2026 19:07
