エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東北,電源開発,31204,電源開発奥清津第二発電所,水力,2号機,300000,計画停止,停止・定期検査等,,2025/09/03 08:00,あり,2025/11/17,点検作業　当社管理番号：THE-25-029,2025/11/07 18:50,added,outages_20251107_183028.csv,outages_20251107_193027.csv,07/11/2025 18:50,07/11/2025 19:30
東北,電源開発,31204,電源開発奥清津第二発電所,水力,1号機,300000,計画停止,停止・定期検査等,,2025/09/03 08:00,あり,2025/11/17,点検作業　当社管理番号：THE-25-026,2025/11/07 18:49,added,outages_20251107_183028.csv,outages_20251107_193027.csv,07/11/2025 18:49,07/11/2025 19:30
東北,電源開発,31204,電源開発奥清津第二発電所,水力,2号機,300000,計画停止,停止・定期検査等,,2025/09/03 08:00,あり,2025/11/19,点検作業　当社管理番号：THE-25-029,2025/08/31 16:02,removed,outages_20251107_183028.csv,outages_20251107_193027.csv,07/11/2025 18:30,07/11/2025 19:30
東北,電源開発,31204,電源開発奥清津第二発電所,水力,1号機,300000,計画停止,停止・定期検査等,,2025/09/03 08:00,あり,2025/11/19,点検作業　当社管理番号：THE-25-026,2025/08/31 16:00,removed,outages_20251107_183028.csv,outages_20251107_193027.csv,07/11/2025 18:30,07/11/2025 19:30
