エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,328RU,姉崎火力発電所,火力（ガス）,姉崎新３号,646900,出力低下,低下・送電線等制約,266000,2025/11/08 08:00,あり,2025/11/08,系統作業  平均低下量	266000 kW  最大低下量	290000 kW  最小低下量	230000 kW,2025/11/08 18:02,added,outages_20251108_180047.csv,outages_20251108_183028.csv,08/11/2025 18:02,08/11/2025 18:30
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,266000,2025/11/08 08:00,あり,2025/11/08,系統作業  平均低下量	266000 kW  最大低下量	290000 kW  最小低下量	230000 kW,2025/11/08 18:02,added,outages_20251108_180047.csv,outages_20251108_183028.csv,08/11/2025 18:02,08/11/2025 18:30
東京,株式会社JERA,328RU,姉崎火力発電所,火力（ガス）,姉崎新３号,646900,出力低下,低下・送電線等制約,244000,2025/11/08 08:00,あり,2025/11/08,系統作業  平均低下量	244000 kW  最大低下量	290000 kW  最小低下量	211000 kW,2025/11/08 15:51,removed,outages_20251108_180047.csv,outages_20251108_183028.csv,08/11/2025 18:00,08/11/2025 18:30
東京,株式会社JERA,328Z0,姉崎火力発電所,火力（ガス）,姉崎新１号,646900,出力低下,低下・送電線等制約,244000,2025/11/08 08:00,あり,2025/11/08,系統作業  平均低下量	244000 kW  最大低下量	290000 kW  最小低下量	211000 kW,2025/11/08 15:51,removed,outages_20251108_180047.csv,outages_20251108_183028.csv,08/11/2025 18:00,08/11/2025 18:30
