エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,34068,東扇島火力発電所,火力（ガス）,東扇島１号,1000000,出力低下,低下・送電線等制約,245000,2025/11/29 00:00,あり,2025/12/05,系統作業		 平均	245000kW 最大	341000kW 最小	0kW,2025/11/27 21:03,added,outages_20251127_205257.csv,outages_20251127_210400.csv,27/11/2025 21:03,27/11/2025 21:04
