エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,34026,袖ケ浦火力発電所,火力（ガス）,袖ケ浦３号,1000000,出力低下,低下・送電線等制約,184000,2025/11/15 00:00,あり,2025/11/21,系統作業		 平均	184000kW 最大	439000kW 最小	0kW,2025/11/19 21:21,added,outages_20251119_210318.csv,outages_20251119_213202.csv,19/11/2025 21:21,19/11/2025 21:32
東京,株式会社JERA,34025,袖ケ浦火力発電所,火力（ガス）,袖ケ浦２号,1000000,出力低下,低下・送電線等制約,184000,2025/11/15 00:00,あり,2025/11/21,系統作業		 平均	184000kW 最大	439000kW 最小	0kW,2025/11/19 21:20,added,outages_20251119_210318.csv,outages_20251119_213202.csv,19/11/2025 21:20,19/11/2025 21:32
東京,株式会社JERA,34026,袖ケ浦火力発電所,火力（ガス）,袖ケ浦３号,1000000,出力低下,低下・送電線等制約,194000,2025/11/15 00:00,あり,2025/11/21,系統作業		 平均	194000kW 最大	452000kW 最小	0kW,2025/11/18 23:23,removed,outages_20251119_210318.csv,outages_20251119_213202.csv,19/11/2025 21:03,19/11/2025 21:32
東京,株式会社JERA,34025,袖ケ浦火力発電所,火力（ガス）,袖ケ浦２号,1000000,出力低下,低下・送電線等制約,194000,2025/11/15 00:00,あり,2025/11/21,系統作業		 平均	194000kW 最大	452000kW 最小	0kW,2025/11/18 23:22,removed,outages_20251119_210318.csv,outages_20251119_213202.csv,19/11/2025 21:03,19/11/2025 21:32
