エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,東京電力リニューアブルパワー株式会社,30202,塩原発電所,水力,3号機,300000,出力低下,低下・その他,50000,2025/12/19 09:00,あり,2026/03/16,高調波影響による事故停止予防 出力低下は日曜日のみ,2025/11/26 10:25,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:25,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,30203,今市発電所,水力,3号機,350000,計画停止,停止・その他,,2025/06/19 13:00,あり,2025/12/18,他社トラブルに伴う同型機器停止,2025/11/26 10:11,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:11,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,2号機,320000,計画停止,停止・定期検査等,,2025/12/27 09:00,あり,2025/12/27,機器点検,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,2号機,320000,計画停止,停止・定期検査等,,2025/12/26 09:00,あり,2025/12/26,機器点検,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,2号機,320000,計画停止,停止・定期検査等,,2025/12/25 09:00,あり,2025/12/25,機器点検,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,2号機,320000,計画停止,停止・定期検査等,,2025/12/24 09:00,あり,2025/12/24,機器点検,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,4号機,320000,計画停止,停止・その他,,2025/12/23 09:30,あり,2025/12/23,試送電訓練,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,3号機,320000,計画停止,停止・その他,,2025/12/23 09:30,あり,2025/12/23,試送電訓練,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,2号機,320000,計画停止,停止・その他,,2025/12/23 09:30,あり,2025/12/23,試送電訓練,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,1号機,320000,計画停止,停止・その他,,2025/12/23 09:30,あり,2025/12/23,試送電訓練,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,4号機,320000,計画停止,停止・その他,,2025/12/22 12:00,あり,2025/12/22,給水切替,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,3号機,320000,計画停止,停止・その他,,2025/12/22 12:00,あり,2025/12/22,給水切替,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
東京,東京電力リニューアブルパワー株式会社,31301,新高瀬川発電所,水力,2号機,320000,計画停止,停止・その他,,2025/12/22 12:00,あり,2025/12/22,給水切替,2025/11/26 10:08,added,outages_20251126_100608.csv,outages_20251126_104539.csv,26/11/2025 10:08,26/11/2025 10:45
