エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
北海道,北海道電力株式会社,10602,砂川発電所,火力（石炭）,３号機,125000,出力低下,低下・燃料制約,62500,2024/04/03 00:00,あり,2025/03/31,最大低下量：125000KW  最低低下量：0KW  平均低下量：62500KW  燃料制約,2025/08/04 09:27,added,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 09:27,04/08/2025 09:30
東京,株式会社JERA,34041,富津火力発電所,火力（ガス）,富津２−７号,162000,計画停止,停止・燃料制約,,2025/08/03 11:30,あり,2025/08/03,燃料制約,2025/08/02 03:03,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34038,富津火力発電所,火力（ガス）,富津２−４号,162000,計画停止,停止・燃料制約,,2025/08/03 11:30,あり,2025/08/03,燃料制約,2025/08/02 03:01,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34036,富津火力発電所,火力（ガス）,富津２−２号,162000,計画停止,停止・燃料制約,,2025/08/03 11:30,あり,2025/08/03,燃料制約,2025/08/02 03:00,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34033,富津火力発電所,火力（ガス）,富津１−６号,167000,計画停止,停止・燃料制約,,2025/08/03 11:30,あり,2025/08/03,燃料制約,2025/08/02 02:59,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34032,富津火力発電所,火力（ガス）,富津１−５号,167000,計画停止,停止・燃料制約,,2025/08/03 11:30,あり,2025/08/03,燃料制約,2025/08/02 02:58,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34042,富津火力発電所,火力（ガス）,富津３−１号,380000,出力低下,低下・燃料制約,143000,2025/08/03 01:00,あり,2025/08/03,燃料制約  平均低下量　　143000kW  最大低下量　　380000kW  最小低下量　　0kW,2025/08/02 02:49,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34038,富津火力発電所,火力（ガス）,富津２−４号,162000,計画停止,停止・燃料制約,,2025/08/04 00:00,あり,2025/08/05,燃料制約,2025/08/01 16:07,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34034,富津火力発電所,火力（ガス）,富津１−７号,165000,計画停止,停止・燃料制約,,2025/08/04 00:00,あり,2025/08/05,燃料制約,2025/08/01 16:07,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34006,千葉火力発電所,火力（ガス）,千葉２−２号,360000,出力低下,低下・燃料制約,64000,2025/08/04 00:00,あり,2025/08/04,燃料制約  平均低下量　　  64000kW  最大低下量　　140000kW  最小低下量　　0kW,2025/08/01 16:06,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34005,千葉火力発電所,火力（ガス）,千葉２−１号,360000,出力低下,低下・燃料制約,153000,2025/08/04 00:00,あり,2025/08/04,燃料制約  平均低下量　　153000kW  最大低下量　　360000kW  最小低下量　　0kW,2025/08/01 16:06,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34004,千葉火力発電所,火力（ガス）,千葉１−４号,360000,出力低下,低下・燃料制約,164000,2025/08/04 00:00,あり,2025/08/04,燃料制約  平均低下量　　164000kW  最大低下量　　360000kW  最小低下量　　0kW,2025/08/01 16:06,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34001,千葉火力発電所,火力（ガス）,千葉１−１号,360000,出力低下,低下・燃料制約,164000,2025/08/04 00:00,あり,2025/08/04,燃料制約  平均低下量　　164000kW  最大低下量　　360000kW  最小低下量　　0kW,2025/08/01 16:06,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34004,千葉火力発電所,火力（ガス）,千葉１−４号,360000,出力低下,低下・燃料制約,195000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　195000kW  最大低下量　　360000kW  最小低下量　　0kW,2025/08/01 10:11,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34043,富津火力発電所,火力（ガス）,富津３−２号,380000,出力低下,低下・燃料制約,206000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　206000kW  最大低下量　　380000kW  最小低下量　　0kW,2025/07/31 21:31,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34007,千葉火力発電所,火力（ガス）,千葉２−３号,360000,出力低下,低下・燃料制約,195000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　195000kW  最大低下量　　360000kW  最小低下量　　0kW,2025/07/31 21:28,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34001,千葉火力発電所,火力（ガス）,千葉１−１号,360000,出力低下,低下・燃料制約,195000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　195000kW  最大低下量　　360000kW  最小低下量　　0kW,2025/07/31 21:28,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34009,千葉火力発電所,火力（ガス）,千葉３−１号,500000,出力低下,低下・燃料制約,156000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　156000kW  最大低下量　　500000kW  最小低下量　　0kW,2025/07/31 21:24,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34010,千葉火力発電所,火力（ガス）,千葉３−２号,500000,出力低下,低下・燃料制約,94000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　94000kW  最大低下量　　250000kW  最小低下量　　0kW,2025/07/31 21:24,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
東京,株式会社JERA,34011,千葉火力発電所,火力（ガス）,千葉３−３号,500000,出力低下,低下・燃料制約,94000,2025/08/03 00:00,あり,2025/08/03,燃料制約  平均低下量　　94000kW  最大低下量　　250000kW  最小低下量　　0kW,2025/07/31 21:24,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
北海道,北海道電力株式会社,10602,砂川発電所,火力（石炭）,３号機,125000,出力低下,低下・燃料制約,62500,2024/04/03 00:00,あり,2027/03/31,最大低下量：125000KW  最低低下量：0KW  平均低下量：62500KW  燃料制約,2025/03/19 09:02,removed,outages_20250804_083042.csv,outages_20250804_093031.csv,04/08/2025 08:30,04/08/2025 09:30
