エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中国,中国電力株式会社,78301,俣野川発電所,水力,４号機,300000,計画停止,停止・定期検査等,,9999/09/11 13:00,あり,9999/09/11,削除,2025/08/07 10:32,added,outages_20250807_103031.csv,outages_20250807_110052.csv,07/08/2025 10:32,07/08/2025 11:00
中国,中国電力株式会社,78301,俣野川発電所,水力,３号機,300000,計画停止,停止・定期検査等,,9999/09/11 09:30,あり,9999/09/11,削除,2025/08/07 10:31,added,outages_20250807_103031.csv,outages_20250807_110052.csv,07/08/2025 10:31,07/08/2025 11:00
中国,中国電力株式会社,78301,俣野川発電所,水力,４号機,300000,計画停止,停止・定期検査等,,2025/09/11 13:00,あり,2025/09/11,点検,2025/03/18 10:54,removed,outages_20250807_103031.csv,outages_20250807_110052.csv,07/08/2025 10:30,07/08/2025 11:00
中国,中国電力株式会社,78301,俣野川発電所,水力,３号機,300000,計画停止,停止・定期検査等,,2025/09/11 09:30,あり,2025/09/11,点検,2025/03/18 10:54,removed,outages_20250807_103031.csv,outages_20250807_110052.csv,07/08/2025 10:30,07/08/2025 11:00
