エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,328RU,姉崎火力発電所,火力（ガス）,姉崎新３号,646900,出力低下,低下・送電線等制約,295000,2025/10/24 15:00,あり,2025/10/24,系統作業  平均低下量: 295000kW  最大低下量: 568000kW  最小低下量: 240000kW,2025/10/16 17:30,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:30,16/10/2025 17:30
東京,株式会社JERA,328RU,姉崎火力発電所,火力（ガス）,姉崎新３号,646900,計画停止,停止・送電線等制約,,2025/10/23 05:00,あり,2025/10/24,系統作業,2025/10/16 17:30,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:30,16/10/2025 17:30
東京,株式会社JERA,328RU,姉崎火力発電所,火力（ガス）,姉崎新３号,646900,出力低下,低下・送電線等制約,206000,2025/10/19 09:00,あり,2025/10/23,系統作業  平均低下量: 206000kW  最大低下量: 403000kW  最小低下量: 0kW,2025/10/16 17:30,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:30,16/10/2025 17:30
東京,株式会社JERA,328RV,姉崎火力発電所,火力（ガス）,姉崎新２号,646900,出力低下,低下・送電線等制約,260000,2025/10/23 13:00,あり,2025/10/24,系統作業  平均低下量: 260000kW  最大低下量: 594000kW  最小低下量: 122000kW,2025/10/16 17:30,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:30,16/10/2025 17:30
東京,株式会社JERA,328RV,姉崎火力発電所,火力（ガス）,姉崎新２号,646900,計画停止,停止・送電線等制約,,2025/10/23 05:30,あり,2025/10/23,系統作業,2025/10/16 17:30,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:30,16/10/2025 17:30
東京,株式会社JERA,328RV,姉崎火力発電所,火力（ガス）,姉崎新２号,646900,出力低下,低下・送電線等制約,206000,2025/10/19 09:00,あり,2025/10/23,系統作業  平均低下量: 206000kW  最大低下量: 330000kW  最小低下量: 0kW,2025/10/16 17:30,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:30,16/10/2025 17:30
東京,東京電力リニューアブルパワー株式会社,31007,玉原発電所,水力,4号機,300000,計画停止,停止・設備故障,,2025/10/16 19:00,あり,2025/10/17,設備修理,2025/10/16 17:13,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:13,16/10/2025 17:30
東京,東京電力リニューアブルパワー株式会社,31007,玉原発電所,水力,3号機,300000,計画停止,停止・設備故障,,2025/10/16 19:00,あり,2025/10/17,設備修理,2025/10/16 17:12,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:12,16/10/2025 17:30
東京,東京電力リニューアブルパワー株式会社,31007,玉原発電所,水力,2号機,300000,計画停止,停止・設備故障,,2025/10/16 19:00,あり,2025/10/17,設備修理,2025/10/16 17:11,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:11,16/10/2025 17:30
東京,東京電力リニューアブルパワー株式会社,31007,玉原発電所,水力,1号機,300000,計画停止,停止・設備故障,,2025/10/16 19:00,あり,2025/10/17,設備修理,2025/10/16 17:10,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 17:10,16/10/2025 17:30
中部,中部電力(株),41003,奥美濃発電所,水力,５号機,250000,計画停止,停止・設備故障,,2025/10/16 12:27,あり,2025/10/16,遮断器投入不良,2025/10/16 16:44,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 16:44,16/10/2025 17:30
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−４号,198000,出力低下,低下・送電線等制約,16500,2025/10/18 00:00,あり,2025/10/18,系統作業　　最大低下量：198000kW　　最小低下量：0000kW　　平均低下量：16500kW,2025/10/16 16:35,added,outages_20251016_163027.csv,outages_20251016_173029.csv,16/10/2025 16:35,16/10/2025 17:30
