エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,34083,品川火力発電所,火力（ガス）,品川１−２号,380000,出力低下,低下・送電線等制約,116000,2025/10/30 05:00,あり,2025/10/31,系統制約  平均	116000	kW  最大	167000	kW  最小	65000	kW,2025/10/28 23:25,added,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 23:25,28/10/2025 23:30
東京,株式会社JERA,34082,品川火力発電所,火力（ガス）,品川１−１号,380000,出力低下,低下・送電線等制約,116000,2025/10/30 05:00,あり,2025/10/31,系統制約  平均	116000	kW  最大	167000	kW  最小	65000	kW,2025/10/28 23:23,added,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 23:23,28/10/2025 23:30
北海道,北海道電力株式会社,10019,石狩湾新港発電所,火力（ガス）,１号機,569400,計画停止,停止・定期検査等,,2025/07/01 00:00,あり,2025/10/29,定期事業者検査,2025/10/28 23:04,added,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 23:04,28/10/2025 23:30
北海道,北海道電力株式会社,10019,石狩湾新港発電所,火力（ガス）,１号機,569400,出力低下,停止・定期検査等,284700,2025/10/29 01:40,あり,2025/10/30,最大低下量：569400KW  最低低下量：0KW  平均低下量：284700KW  定期事業者検査試運転,2025/10/28 23:03,added,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 23:03,28/10/2025 23:30
東京,株式会社JERA,34078,鹿島火力発電所,火力（ガス）,鹿島７−３号,420000,計画停止,停止・定期検査等,,2025/10/22 22:10,あり,2025/10/28,タービン関連設備  JERA内管理ID: E25036401,2025/10/28 22:46,added,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:46,28/10/2025 23:30
東京,株式会社JERA,34076,鹿島火力発電所,火力（ガス）,鹿島７−１号,420000,計画停止,停止・定期検査等,,2025/10/22 22:05,あり,2025/10/28,タービン関連設備  JERA内管理ID: E25036201,2025/10/28 22:44,added,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:44,28/10/2025 23:30
北海道,北海道電力株式会社,10019,石狩湾新港発電所,火力（ガス）,１号機,569400,出力低下,停止・定期検査等,284700,2025/10/28 23:50,あり,2025/10/30,最大低下量：569400KW  最低低下量：0KW  平均低下量：284700KW  定期事業者検査試運転,2025/10/28 22:18,removed,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:30,28/10/2025 23:30
東京,株式会社JERA,34083,品川火力発電所,火力（ガス）,品川１−２号,380000,出力低下,低下・送電線等制約,117000,2025/10/28 00:00,あり,2025/10/31,系統制約  平均	117000	kW  最大	167000	kW  最小	67000	kW,2025/10/28 00:16,removed,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:30,28/10/2025 23:30
東京,株式会社JERA,34082,品川火力発電所,火力（ガス）,品川１−１号,380000,出力低下,低下・送電線等制約,117000,2025/10/28 00:00,あり,2025/10/31,系統制約  平均	117000	kW  最大	167000	kW  最小	67000	kW,2025/10/28 00:15,removed,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:30,28/10/2025 23:30
北海道,北海道電力株式会社,10019,石狩湾新港発電所,火力（ガス）,１号機,569400,計画停止,停止・定期検査等,,2025/07/01 00:00,あり,2025/10/28,定期事業者検査,2025/10/27 06:50,removed,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:30,28/10/2025 23:30
東京,株式会社JERA,34078,鹿島火力発電所,火力（ガス）,鹿島７−３号,420000,計画停止,停止・定期検査等,,2025/10/22 22:10,あり,2025/10/29,タービン関連設備  JERA内管理ID: E25036401,2025/09/18 11:26,removed,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:30,28/10/2025 23:30
東京,株式会社JERA,34076,鹿島火力発電所,火力（ガス）,鹿島７−１号,420000,計画停止,停止・定期検査等,,2025/10/22 22:05,あり,2025/10/29,タービン関連設備  JERA内管理ID: E25036201,2025/08/20 16:33,removed,outages_20251028_223030.csv,outages_20251028_233028.csv,28/10/2025 22:30,28/10/2025 23:30
