エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,34083,品川火力発電所,火力（ガス）,品川１−２号,380000,出力低下,低下・送電線等制約,117000,2025/10/28 00:00,あり,2025/10/31,系統制約  平均	117000	kW  最大	167000	kW  最小	67000	kW,2025/10/28 00:16,added,outages_20251027_233029.csv,outages_20251028_003029.csv,28/10/2025 00:16,28/10/2025 00:30
東京,株式会社JERA,34082,品川火力発電所,火力（ガス）,品川１−１号,380000,出力低下,低下・送電線等制約,117000,2025/10/28 00:00,あり,2025/10/31,系統制約  平均	117000	kW  最大	167000	kW  最小	67000	kW,2025/10/28 00:15,added,outages_20251027_233029.csv,outages_20251028_003029.csv,28/10/2025 00:15,28/10/2025 00:30
東京,株式会社JERA,34083,品川火力発電所,火力（ガス）,品川１−２号,380000,出力低下,低下・送電線等制約,129000,2025/10/28 00:00,あり,2025/10/31,系統制約  平均	129000	kW  最大	167000	kW  最小	71000	kW,2025/10/26 21:20,removed,outages_20251027_233029.csv,outages_20251028_003029.csv,27/10/2025 23:30,28/10/2025 00:30
東京,株式会社JERA,34082,品川火力発電所,火力（ガス）,品川１−１号,380000,出力低下,低下・送電線等制約,129000,2025/10/28 00:00,あり,2025/10/31,系統制約  平均	129000	kW  最大	167000	kW  最小	71000	kW,2025/10/26 21:19,removed,outages_20251027_233029.csv,outages_20251028_003029.csv,27/10/2025 23:30,28/10/2025 00:30
