エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中部,中部電力(株),43002,馬瀬川第一発電所,水力,２号機,144000,計画外停止,停止・設備故障,,2026/03/29 09:37,あり,2026/03/29,設備故障,2026/03/29 15:49,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:49,29/03/2026 16:09
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,出力低下,低下・送電線等制約,89750,2026/03/31 12:00,あり,2026/03/31,系統作業　　最大低下量：172000kW　　最小低下量：5000kW　　平均低下量：89750kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,出力低下,低下・送電線等制約,224889,2026/03/31 11:30,あり,2026/03/31,系統作業　　最大低下量：310000kW　　最小低下量：13000kW　　平均低下量：224889kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−６号,131000,出力低下,低下・送電線等制約,2000,2026/03/31 11:30,あり,2026/03/31,系統作業　　最大低下量：2000kW　　最小低下量：2000kW　　平均低下量：2000kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−５号,131000,出力低下,低下・送電線等制約,119167,2026/03/31 10:30,あり,2026/03/31,系統作業　　最大低下量：131000kW　　最小低下量：49000kW　　平均低下量：119167kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−４号,131000,出力低下,低下・送電線等制約,2000,2026/03/31 11:30,あり,2026/03/31,系統作業　　最大低下量：2000kW　　最小低下量：2000kW　　平均低下量：2000kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−３号,131000,出力低下,低下・送電線等制約,2000,2026/03/31 11:30,あり,2026/03/31,系統作業　　最大低下量：2000kW　　最小低下量：2000kW　　平均低下量：2000kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−２号,131000,出力低下,低下・送電線等制約,2000,2026/03/31 11:30,あり,2026/03/31,系統作業　　最大低下量：2000kW　　最小低下量：2000kW　　平均低下量：2000kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,71202,新小野田発電所第１号機,火力（石炭）,１号機,500000,出力低下,低下・送電線等制約,188938,2026/03/31 00:00,あり,2026/03/31,系統作業　　最大低下量：500000kW　　最小低下量：0000kW　　平均低下量：188938kW,2026/03/29 15:47,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:47,29/03/2026 16:09
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−４号,198000,出力低下,低下・送電線等制約,48187,2026/03/22 07:30,あり,2026/03/30,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/03/29 15:45,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:45,29/03/2026 16:09
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−３号,198000,出力低下,低下・送電線等制約,45687,2026/03/22 07:30,あり,2026/03/30,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/03/29 15:44,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:44,29/03/2026 16:09
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−２号,198000,出力低下,低下・送電線等制約,39750,2026/03/22 07:30,あり,2026/03/30,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/03/29 15:42,added,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:42,29/03/2026 16:09
中部,中部電力(株),43002,馬瀬川第一発電所,水力,２号機,144000,計画外停止,停止・設備故障,,2026/03/29 09:37,なし,,調査中,2026/03/29 09:46,removed,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:42,29/03/2026 16:09
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−４号,198000,出力低下,低下・送電線等制約,48187,2026/03/22 07:30,あり,2026/03/31,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/03/09 17:45,removed,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:42,29/03/2026 16:09
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−３号,198000,出力低下,低下・送電線等制約,45687,2026/03/22 07:30,あり,2026/03/31,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/03/09 17:44,removed,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:42,29/03/2026 16:09
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−２号,198000,出力低下,低下・送電線等制約,39750,2026/03/22 07:30,あり,2026/03/31,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/03/09 17:43,removed,outages_20260329_154225.csv,outages_20260329_160942.csv,29/03/2026 15:42,29/03/2026 16:09
