エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,出力低下,低下・送電線等制約,277667,2026/04/07 11:00,あり,2026/04/07,系統作業　　最大低下量：310000kW　　最小低下量：142000kW　　平均低下量：277667kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,出力低下,低下・送電線等制約,266286,2026/04/07 11:30,あり,2026/04/07,系統作業　　最大低下量：310000kW　　最小低下量：92000kW　　平均低下量：266286kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−１号,198000,出力低下,低下・送電線等制約,79000,2026/04/07 12:30,あり,2026/04/07,系統作業　　最大低下量：106000kW　　最小低下量：59000kW　　平均低下量：79000kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−６号,131000,出力低下,低下・送電線等制約,6000,2026/04/07 10:00,あり,2026/04/07,系統作業　　最大低下量：6000kW　　最小低下量：6000kW　　平均低下量：6000kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−５号,131000,計画停止,停止・送電線等制約,,2026/04/07 10:00,あり,2026/04/07,系統作業,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−４号,131000,出力低下,低下・送電線等制約,6000,2026/04/07 10:00,あり,2026/04/07,系統作業　　最大低下量：6000kW　　最小低下量：6000kW　　平均低下量：6000kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−３号,131000,出力低下,低下・送電線等制約,6000,2026/04/07 10:00,あり,2026/04/07,系統作業　　最大低下量：6000kW　　最小低下量：6000kW　　平均低下量：6000kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−２号,131000,出力低下,低下・送電線等制約,6000,2026/04/07 10:00,あり,2026/04/07,系統作業　　最大低下量：6000kW　　最小低下量：6000kW　　平均低下量：6000kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,71202,新小野田発電所第１号機,火力（石炭）,１号機,500000,出力低下,低下・送電線等制約,437412,2026/04/07 09:00,あり,2026/04/07,系統作業　　最大低下量：500000kW　　最小低下量：29000kW　　平均低下量：437412kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,290000,2026/04/07 10:30,あり,2026/04/07,系統作業　　最大低下量：300000kW　　最小低下量：222000kW　　平均低下量：290000kW,2026/04/05 15:31,added,outages_20260405_150717.csv,outages_20260405_154318.csv,05/04/2026 15:31,05/04/2026 15:43
