エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中部,株式会社JERA,47192,碧南火力発電所,火力（石炭）,碧南２号,700000,出力低下,低下・その他,450000,2026/04/14 20:00,あり,2026/04/25,ボイラ関連設備 JERA内管理ID:W261035-1,2026/04/14 18:12,added,outages_20260414_175436.csv,outages_20260414_182721.csv,14/04/2026 18:12,14/04/2026 18:27
中部,株式会社JERA,47192,碧南火力発電所,火力（石炭）,碧南２号,700000,出力低下,低下・その他,460000,2026/04/14 11:00,あり,2026/04/14,ボイラ関連設備 JERA内管理ID:W261035-1,2026/04/14 18:07,added,outages_20260414_175436.csv,outages_20260414_182721.csv,14/04/2026 18:07,14/04/2026 18:27
中部,株式会社JERA,47192,碧南火力発電所,火力（石炭）,碧南２号,700000,出力低下,低下・その他,460000,2026/04/14 11:00,あり,2026/04/25,ボイラ関連設備 JERA内管理ID:W261035-1,2026/04/14 09:22,removed,outages_20260414_175436.csv,outages_20260414_182721.csv,14/04/2026 17:54,14/04/2026 18:27
