エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中部,コスモ石油株式会社,42136,四日市霞発電所,その他,単独,230000,計画停止,停止・定期検査等,,2026/04/01 00:00,あり,2026/06/29,整備に伴う計画停止,2026/04/01 15:44,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:44,01/04/2026 15:52
中部,中部電力(株),41003,奥美濃発電所,水力,６号機,250000,計画停止,停止・定期検査等,,2026/04/04 09:00,あり,2026/04/04,作業,2026/04/01 15:36,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:36,01/04/2026 15:52
中部,中部電力(株),41003,奥美濃発電所,水力,５号機,250000,計画停止,停止・定期検査等,,2026/04/04 09:00,あり,2026/04/04,作業,2026/04/01 15:35,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:35,01/04/2026 15:52
東北,常磐共同火力株式会社,606622S318,勿来発電所,火力（石炭）,勿来9号機（東北系）,600000,出力低下,低下・燃料制約,198000,2026/05/15 04:00,あり,2026/05/18,燃料制約による出力低下 最大低下量：200000kWh 最小低下量：          0kWh,2026/04/01 15:34,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:34,01/04/2026 15:52
中部,中部電力(株),41002,奥美濃発電所,水力,４号機,250000,計画停止,停止・定期検査等,,2026/04/04 09:00,あり,2026/04/04,作業,2026/04/01 15:34,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:34,01/04/2026 15:52
東北,常磐共同火力株式会社,606622S317,勿来発電所,火力（石炭）,勿来8号機（東北系）,600000,計画停止,停止・設備故障,,2026/04/01 19:00,あり,2026/04/03,設備不具合,2026/04/01 15:34,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:34,01/04/2026 15:52
中部,中部電力(株),41002,奥美濃発電所,水力,３号機,250000,計画停止,停止・定期検査等,,2026/04/04 09:00,あり,2026/04/04,作業,2026/04/01 15:33,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:33,01/04/2026 15:52
中部,中部電力(株),41002,奥美濃発電所,水力,２号機,250000,計画停止,停止・定期検査等,,2026/04/04 09:00,あり,2026/04/04,作業,2026/04/01 15:32,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:32,01/04/2026 15:52
東京,常磐共同火力株式会社,6066332492,勿来発電所,火力（石炭）,勿来9号機（東京系）,600000,出力低下,低下・燃料制約,180000,2026/05/07 00:25,あり,2026/05/07,燃料制約による出力低下 最大低下量：200000kWh 最小低下量：          0kWh,2026/04/01 15:32,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:32,01/04/2026 15:52
中部,中部電力(株),41002,奥美濃発電所,水力,１号機,250000,計画停止,停止・定期検査等,,2026/04/04 09:00,あり,2026/04/04,作業,2026/04/01 15:31,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:31,01/04/2026 15:52
東京,常磐共同火力株式会社,6066332492,勿来発電所,火力（石炭）,勿来9号機（東京系）,600000,出力低下,低下・その他,269000,2026/05/13 13:25,あり,2026/05/14,系統切替 最大低下量：600000kW 最小低下量：          0kW,2026/04/01 15:29,added,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:29,01/04/2026 15:52
東京,常磐共同火力株式会社,6066332492,勿来発電所,火力（石炭）,勿来9号機（東京系）,600000,出力低下,低下・その他,259000,2026/05/13 13:25,あり,2026/05/14,系統切替 最大低下量：600000kW 最小低下量：          0kW,2026/03/05 14:36,removed,outages_20260401_150630.csv,outages_20260401_155258.csv,01/04/2026 15:06,01/04/2026 15:52
