エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−１号,198000,出力低下,低下・送電線等制約,21396,2026/05/02 00:00,あり,2026/05/27,系統作業 最大低下量：198000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/04/29 17:53,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:53,29/04/2026 18:28
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・送電線等制約,195687,2026/05/02 00:00,あり,2026/05/27,系統作業 最大低下量：500000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/04/29 17:53,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:53,29/04/2026 18:28
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,14083,2026/05/02 00:00,あり,2026/05/27,系統作業 最大低下量：1000000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/04/29 17:52,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:52,29/04/2026 18:28
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,114000,2026/05/02 00:00,あり,2026/05/27,系統作業 最大低下量：1000000kW 最小低下量：0kW 制約量はTSOからの発電制約量（月間通知）に基づく,2026/04/29 17:51,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:51,29/04/2026 18:28
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,出力低下,低下・送電線等制約,274500,2026/05/01 08:30,あり,2026/05/01,系統作業　　最大低下量：310000kW　　最小低下量：70000kW　　平均低下量：274500kW,2026/04/29 17:44,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:44,29/04/2026 18:28
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,出力低下,低下・送電線等制約,281900,2026/05/01 09:30,あり,2026/05/01,系統作業　　最大低下量：310000kW　　最小低下量：170000kW　　平均低下量：281900kW,2026/04/29 17:44,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:44,29/04/2026 18:28
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−４号,198000,出力低下,低下・送電線等制約,67000,2026/05/01 10:30,あり,2026/05/01,系統作業　　最大低下量：78000kW　　最小低下量：1000kW　　平均低下量：67000kW,2026/04/29 17:44,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:44,29/04/2026 18:28
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−３号,198000,出力低下,低下・送電線等制約,49500,2026/05/01 10:30,あり,2026/05/01,系統作業　　最大低下量：78000kW　　最小低下量：17000kW　　平均低下量：49500kW,2026/04/29 17:44,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:44,29/04/2026 18:28
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２−２号,198000,出力低下,低下・送電線等制約,21000,2026/05/01 11:00,あり,2026/05/01,系統作業　　最大低下量：21000kW　　最小低下量：21000kW　　平均低下量：21000kW,2026/04/29 17:44,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:44,29/04/2026 18:28
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−６号,131000,出力低下,低下・送電線等制約,127458,2026/05/01 00:00,あり,2026/05/01,系統作業　　最大低下量：131000kW　　最小低下量：61000kW　　平均低下量：127458kW,2026/04/29 17:44,added,outages_20260429_173348.csv,outages_20260429_182833.csv,29/04/2026 17:44,29/04/2026 18:28
