エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,出力低下,低下・送電線等制約,301769,2026/04/08 09:30,あり,2026/04/08,系統作業　　最大低下量：310000kW　　最小低下量：253000kW　　平均低下量：301769kW,2026/04/07 16:18,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:18,07/04/2026 16:27
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,出力低下,低下・送電線等制約,271533,2026/04/08 09:00,あり,2026/04/08,系統作業　　最大低下量：310000kW　　最小低下量：35000kW　　平均低下量：271533kW,2026/04/07 16:17,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:17,07/04/2026 16:27
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,279214,2026/04/08 08:00,あり,2026/04/08,系統作業　　最大低下量：3000000kW　　最小低下量：21000kW　　平均低下量：279214kW,2026/04/07 16:16,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:16,07/04/2026 16:27
中部,株式会社JERA,45135,新名古屋火力発電所,火力（ガス）,新名古屋７−２号,243000,計画停止,停止・定期検査等,,2026/04/11 00:00,あり,2026/04/13,ボイラ関連設備 JERA内管理ID:W261020-1,2026/04/07 16:13,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:13,07/04/2026 16:27
関西,関西電力株式会社,65C00,奥吉野発電所,水力,３号機,201000,計画停止,停止・設備故障,,2026/01/23 11:10,あり,2026/06/29,発電機作業,2026/04/07 16:13,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:13,07/04/2026 16:27
関西,関西電力株式会社,65C00,奥吉野発電所,水力,２号機,201000,計画停止,停止・設備故障,,2026/01/23 11:10,あり,2026/06/29,発電機作業,2026/04/07 16:12,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:12,07/04/2026 16:27
関西,関西電力株式会社,65C00,奥吉野発電所,水力,１号機,201000,計画停止,停止・設備故障,,2026/01/23 11:10,あり,2026/06/29,発電機作業,2026/04/07 16:11,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:11,07/04/2026 16:27
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１−５号,131000,出力低下,低下・送電線等制約,69538,2026/04/09 00:00,あり,2026/04/09,系統作業　　最大低下量：131000kW　　最小低下量：0000kW　　平均低下量：69538kW,2026/04/07 16:04,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:04,07/04/2026 16:27
中国,中国電力株式会社,71202,新小野田発電所第１号機,火力（石炭）,１号機,500000,出力低下,低下・送電線等制約,214750,2026/04/09 06:30,あり,2026/04/09,系統作業　　最大低下量：500000kW　　最小低下量：1000kW　　平均低下量：214750kW,2026/04/07 16:04,added,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 16:04,07/04/2026 16:27
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,出力低下,低下・送電線等制約,301909,2026/04/08 09:30,あり,2026/04/08,系統作業　　最大低下量：310000kW　　最小低下量：253000kW　　平均低下量：301909kW,2026/04/06 18:18,removed,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 15:55,07/04/2026 16:27
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,出力低下,低下・送電線等制約,307083,2026/04/08 09:00,あり,2026/04/08,系統作業　　最大低下量：310000kW　　最小低下量：275000kW　　平均低下量：307083kW,2026/04/06 18:18,removed,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 15:55,07/04/2026 16:27
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,292118,2026/04/08 08:00,あり,2026/04/08,系統作業　　最大低下量：675000kW　　最小低下量：21000kW　　平均低下量：292118kW,2026/04/06 18:18,removed,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 15:55,07/04/2026 16:27
関西,関西電力株式会社,65C00,奥吉野発電所,水力,３号機,201000,計画停止,停止・設備故障,,2026/01/23 11:10,あり,2026/06/09,発電機作業,2026/03/03 16:25,removed,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 15:55,07/04/2026 16:27
関西,関西電力株式会社,65C00,奥吉野発電所,水力,２号機,201000,計画停止,停止・設備故障,,2026/01/23 11:10,あり,2026/06/09,発電機作業,2026/03/03 16:24,removed,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 15:55,07/04/2026 16:27
関西,関西電力株式会社,65C00,奥吉野発電所,水力,１号機,201000,計画停止,停止・設備故障,,2026/01/23 11:10,あり,2026/06/09,発電機作業,2026/03/03 16:23,removed,outages_20260407_155516.csv,outages_20260407_162755.csv,07/04/2026 15:55,07/04/2026 16:27
