エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東京,株式会社JERA,331RJ,五井火力発電所,火力（ガス）,五井３号,780000,出力低下,低下・送電線等制約,112000,2025/05/03 00:00,あり,2025/05/07,系統作業  平均	112000kW  最大	246000kW  最小	18000kW,2025/04/30 19:31,added,outages_20250430_193028.csv,outages_20250430_203029.csv,30/04/2025 19:31,30/04/2025 20:30
