エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
関西,関西電力株式会社,65C00,奥吉野発電所,水力,５号機,201000,計画停止,停止・設備故障,,2026/10/02 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:59,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:59,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,３号機,201000,計画停止,停止・設備故障,,2026/10/02 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:56,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:56,22/07/2026 17:08
中国,電源開発,75202,電源開発竹原火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・設備故障,340000,2026/07/15 09:00,あり,2026/07/22,微粉炭機内部点検／最大低下量：340000 kW／最小低下量：340000 kW／当社管理番号：当直間,2026/07/22 16:52,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:52,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,２号機,201000,計画停止,停止・設備故障,,2026/10/02 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:50,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:50,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,１号機,201000,計画停止,停止・設備故障,,2026/10/02 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:47,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:47,22/07/2026 17:08
沖縄,沖縄電力株式会社,00102,吉の浦2号,火力（ガス）,2号機,251000,計画停止,停止・設備故障,,2026/07/24 23:00,あり,2026/07/25,補修作業,2026/07/22 16:43,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:43,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,2026/10/02 15:00,あり,2026/10/08,発電機作業,2026/07/22 16:40,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:40,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,５号機,201000,計画停止,停止・設備故障,,2026/10/02 15:00,あり,2026/10/08,発電機作業,2026/07/22 16:37,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:37,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2026/10/02 15:00,あり,2026/10/08,発電機作業,2026/07/22 16:35,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:35,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,2026/10/01 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:30,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:30,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,５号機,201000,計画停止,停止・設備故障,,2026/10/01 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:28,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:28,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2026/10/01 09:00,あり,2026/10/02,発電機作業,2026/07/22 16:27,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:27,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,9999/10/19 09:00,あり,9999/10/23,発電機作業,2026/07/22 16:22,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:22,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,9999/10/12 09:00,あり,9999/10/16,発電機作業,2026/07/22 16:19,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:19,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・その他,,9999/10/02 16:30,あり,9999/10/02,試運転,2026/07/22 16:17,added,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:17,22/07/2026 17:08
中国,電源開発,75202,電源開発竹原火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・設備故障,340000,2026/07/15 09:00,あり,2026/07/26,微粉炭機内部点検／最大低下量：340000 kW／最小低下量：340000 kW／当社管理番号：当直間,2026/07/17 14:58,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2026/10/19 09:00,あり,2026/10/23,発電機作業,2026/01/13 08:52,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,2026/10/12 09:00,あり,2026/10/16,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,2026/10/04 15:00,あり,2026/10/08,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,５号機,201000,計画停止,停止・設備故障,,2026/10/04 15:00,あり,2026/10/08,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2026/10/04 15:00,あり,2026/10/08,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,６号機,201000,計画停止,停止・設備故障,,2026/10/03 09:00,あり,2026/10/04,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,５号機,201000,計画停止,停止・設備故障,,2026/10/03 09:00,あり,2026/10/04,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・設備故障,,2026/10/03 09:00,あり,2026/10/04,発電機作業,2025/12/24 15:53,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
関西,関西電力株式会社,65C00,奥吉野発電所,水力,４号機,201000,計画停止,停止・その他,,2026/10/02 16:30,あり,2026/10/02,試運転,2025/02/19 10:31,removed,outages_20260722_161431.csv,outages_20260722_170849.csv,22/07/2026 16:14,22/07/2026 17:08
