エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東北,株式会社JERA,4B209,上越火力発電所,火力（ガス）,上越１−１号,595000,計画停止,停止・その他,,2026/05/12 18:23,なし,,系統波及,2026/05/12 18:35,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:35,12/05/2026 18:37
東京,株式会社JERA,34084,品川火力発電所,火力（ガス）,品川１−３号,380000,出力低下,低下・送電線等制約,172000,2026/05/21 00:00,あり,2026/05/21,系統制約 平均低下量　　172000kW 最大低下量　　202000kW 最小低下量　　148000kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34064,横浜火力発電所,火力（ガス）,横浜８−４号,377000,出力低下,低下・送電線等制約,172000,2026/05/21 00:00,あり,2026/05/21,系統制約 平均低下量　　172000kW 最大低下量　　202000kW 最小低下量　　148000kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34063,横浜火力発電所,火力（ガス）,横浜８−３号,377000,出力低下,低下・送電線等制約,172000,2026/05/21 00:00,あり,2026/05/21,系統制約 平均低下量　　172000kW 最大低下量　　202000kW 最小低下量　　148000kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34060,横浜火力発電所,火力（ガス）,横浜７−４号,377000,出力低下,低下・送電線等制約,172000,2026/05/21 00:00,あり,2026/05/21,系統制約 平均低下量　　172000kW 最大低下量　　202000kW 最小低下量　　148000kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34058,横浜火力発電所,火力（ガス）,横浜７−２号,377000,出力低下,低下・送電線等制約,172000,2026/05/21 00:00,あり,2026/05/21,系統制約 平均低下量　　172000kW 最大低下量　　202000kW 最小低下量　　148000kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34057,横浜火力発電所,火力（ガス）,横浜７−１号,377000,出力低下,低下・送電線等制約,172000,2026/05/21 00:00,あり,2026/05/21,系統制約 平均低下量　　172000kW 最大低下量　　202000kW 最小低下量　　148000kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34084,品川火力発電所,火力（ガス）,品川１−３号,380000,出力低下,低下・送電線等制約,118000,2026/05/20 00:00,あり,2026/05/20,系統制約 平均低下量　　118000kW 最大低下量　　188000kW 最小低下量　　0kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34064,横浜火力発電所,火力（ガス）,横浜８−４号,377000,出力低下,低下・送電線等制約,118000,2026/05/20 00:00,あり,2026/05/20,系統制約 平均低下量　　118000kW 最大低下量　　188000kW 最小低下量　　0kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
東京,株式会社JERA,34063,横浜火力発電所,火力（ガス）,横浜８−３号,377000,出力低下,低下・送電線等制約,118000,2026/05/20 00:00,あり,2026/05/20,系統制約 平均低下量　　118000kW 最大低下量　　188000kW 最小低下量　　0kW,2026/05/12 18:33,added,outages_20260512_173758.csv,outages_20260512_183722.csv,12/05/2026 18:33,12/05/2026 18:37
