エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,change_type,earlier_file,later_file,as_of_datetime,data_load_datetime
東北,東北電力株式会社,2T407,第二沼沢発電所,水力,２号機,230000,計画停止,停止・その他,,2026/06/22 10:00,あり,2026/06/26,作業に伴う停止,2026/05/20 10:19,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 10:19,20/05/2026 10:20
東京,株式会社JERA,34051,川崎火力発電所,火力（ガス）,川崎１−３号,500000,計画停止,停止・設備故障,,2026/06/12 00:00,あり,2026/06/17,ボイラ関連設備 JERA内管理ID：E26105901,2026/05/20 09:52,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:52,20/05/2026 10:20
東北,東北電力株式会社,2V403,東北電力東新潟火力発電所４号系列,火力（ガス）,４−３号機ＧＴＢ,295000,計画停止,停止・その他,,2026/05/29 18:00,あり,2026/06/05,作業に伴う停止,2026/05/20 09:43,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:43,20/05/2026 10:20
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・その他,345000,2026/06/07 08:00,あり,2026/06/07,燃焼調整　当社管理番号：TPA-26-148　最大抑制量：390000kW　最小抑制量：300000kW,2026/05/20 09:12,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:12,20/05/2026 10:20
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・その他,345000,2026/06/06 08:00,あり,2026/06/06,燃焼調整　当社管理番号：TPA-26-148　最大抑制量：390000kW　最小抑制量：300000kW,2026/05/20 09:12,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:12,20/05/2026 10:20
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・その他,345000,2026/06/05 08:00,あり,2026/06/05,燃焼調整　当社管理番号：TPA-26-148　最大抑制量：390000kW　最小抑制量：300000kW,2026/05/20 09:12,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:12,20/05/2026 10:20
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・その他,300000,2026/06/04 08:00,あり,2026/06/04,燃焼調整　当社管理番号：TPA-26-148　最大抑制量：300000kW　最小抑制量：300000kW,2026/05/20 09:12,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:12,20/05/2026 10:20
東京,電源開発,31804,電源開発磯子火力発電所新１号機,火力（石炭）,1号機,600000,出力低下,低下・その他,300000,2026/06/03 08:00,あり,2026/06/03,燃焼調整　当社管理番号：TPA-26-148　最大抑制量：300000kW　最小抑制量：300000kW,2026/05/20 09:12,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:12,20/05/2026 10:20
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,4号機,103000,計画停止,停止・定期検査等,,2026/06/15 09:00,あり,2026/06/19,点検作業　当社管理番号：TNI-26-007,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,4号機,103000,計画停止,停止・定期検査等,,2026/06/20 09:00,あり,2026/06/21,点検作業　当社管理番号：TNI-26-016,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,3号機,103000,計画停止,停止・定期検査等,,2026/06/20 09:00,あり,2026/06/21,点検作業　当社管理番号：TNI-26-016,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,5号機,225000,計画停止,停止・定期検査等,,2026/06/01 09:00,あり,2026/06/05,点検作業　当社管理番号：TNA-26-154,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,1号機,225000,計画停止,停止・定期検査等,,2026/06/01 09:00,あり,2026/06/05,点検作業　当社管理番号：TNA-26-154,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,5号機,225000,計画停止,停止・定期検査等,,2026/06/01 09:00,あり,2027/10/15,点検作業　当社管理番号：TNA-26-153,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,1号機,225000,計画停止,停止・定期検査等,,2026/06/01 09:00,あり,2027/10/15,点検作業　当社管理番号：TNA-26-153,2026/05/20 09:08,added,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:08,20/05/2026 10:20
東京,株式会社JERA,34041,富津火力発電所,火力（ガス）,富津２−７号,162000,計画停止,停止・設備故障,,2026/05/23 00:00,あり,2026/05/23,電気関連設備,2026/05/11 09:58,removed,outages_20260520_090759.csv,outages_20260520_102046.csv,20/05/2026 09:07,20/05/2026 10:20
